Country Name,Country Code,Indicator Name,Indicator Code,2016
Dominican Republic,DOM,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,
Dominican Republic,DOM,Insurance company assets to GDP (%),GFDD.DI.11,1.4966194
Dominican Republic,DOM,International debt issues to GDP (%),GFDD.DM.07,13.98989
Dominican Republic,DOM,Investments financed by banks (%),GFDD.AI.34,28.3
Dominican Republic,DOM,Life insurance premium volume to GDP (%),GFDD.DI.09,0.2227736
Dominican Republic,DOM,Liquid assets to deposits and short term funding (%),GFDD.SI.06,14.81587
Dominican Republic,DOM,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,14821.15
Dominican Republic,DOM,Liquid liabilities to GDP (%),GFDD.DI.05,21.86575
Dominican Republic,DOM,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
Dominican Republic,DOM,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
Dominican Republic,DOM,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
Dominican Republic,DOM,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
Dominican Republic,DOM,Loan in the past year (% age 15+),GFDD.AI.14,
Dominican Republic,DOM,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
Dominican Republic,DOM,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,13.98988
Dominican Republic,DOM,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,
Dominican Republic,DOM,Loans requiring collateral (%),GFDD.AI.30,47.1
Dominican Republic,DOM,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
Dominican Republic,DOM,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
Dominican Republic,DOM,Mobile phone used to send money (% age 15+),GFDD.AI.24,
Dominican Republic,DOM,Mutual fund assets to GDP (%),GFDD.DI.07,
Dominican Republic,DOM,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,4.233465
Dominican Republic,DOM,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
Dominican Republic,DOM,Non-life insurance premium volume to GDP (%),GFDD.DI.10,0.7843904
Dominican Republic,DOM,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
Dominican Republic,DOM,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
Dominican Republic,DOM,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
Dominican Republic,DOM,Outstanding international private debt securities to GDP (%),GFDD.DM.05,0.6102658
Dominican Republic,DOM,Outstanding international public debt securities to GDP (%),GFDD.DM.06,13.37962
Dominican Republic,DOM,Pension fund assets to GDP (%),GFDD.DI.13,9.8440075
Dominican Republic,DOM,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,26.6777
Dominican Republic,DOM,Private credit by deposit money banks to GDP (%),GFDD.DI.01,25.62801
Dominican Republic,DOM,Provisions to nonperforming loans (%),GFDD.SI.07,167.49845
Dominican Republic,DOM,Remittance inflows to GDP (%),GFDD.OI.13,7.27616
Dominican Republic,DOM,Saved any money in the past year (% age 15+),GFDD.AI.12,
Dominican Republic,DOM,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
Dominican Republic,DOM,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
Dominican Republic,DOM,Small firms with a bank loan or line of credit (%),GFDD.AI.04,48.8
Dominican Republic,DOM,Stock market capitalization to GDP (%),GFDD.DM.01,
Dominican Republic,DOM,"Stock market return (%, year-on-year)",GFDD.OM.02,
Dominican Republic,DOM,Stock market total value traded to GDP (%),GFDD.DM.02,
Dominican Republic,DOM,Stock market turnover ratio (%),GFDD.EM.01,
Dominican Republic,DOM,Stock price volatility,GFDD.SM.01,
Dominican Republic,DOM,Syndicated loan average maturity (years),GFDD.DM.14,14.80548
Dominican Republic,DOM,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,0.3302304
Dominican Republic,DOM,Total factoring volume to GDP (%),GFDD.OI.18,
Dominican Republic,DOM,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,173.8
Dominican Republic,DOM,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
Dominican Republic,DOM,Working capital financed by banks (%),GFDD.AI.35,20.6
Ecuador,ECU,5-bank asset concentration,GFDD.OI.06,79.87722
Ecuador,ECU,Account at a formal financial institution (% age 15+),GFDD.AI.05,
Ecuador,ECU,Account used for business purposes (% age 15+),GFDD.AI.08,
Ecuador,ECU,Account used to receive government payments (% age 15+),GFDD.AI.09,
Ecuador,ECU,Account used to receive remittances (% age 15+),GFDD.AI.10,
Ecuador,ECU,Account used to receive wages (% age 15+),GFDD.AI.11,
Ecuador,ECU,"ATMs per 100,000 adults",GFDD.AI.25,34.01371
Ecuador,ECU,"Bank accounts per 1,000 adults",GFDD.AI.01,761.7363
Ecuador,ECU,"Bank branches per 100,000 adults",GFDD.AI.02,10.955153
Ecuador,ECU,Bank capital to total assets (%),GFDD.SI.03,11.870874
Ecuador,ECU,Bank concentration (%),GFDD.OI.01,61.01314
Ecuador,ECU,Bank cost to income ratio (%),GFDD.EI.07,71.05756
Ecuador,ECU,Bank credit to bank deposits (%),GFDD.SI.04,87.46473
Ecuador,ECU,Bank deposits to GDP (%),GFDD.OI.02,32.85527
Ecuador,ECU,Bank lending-deposit spread,GFDD.EI.02,
Ecuador,ECU,Bank net interest margin (%),GFDD.EI.01,5.69747
Ecuador,ECU,Bank noninterest income to total income (%),GFDD.EI.03,37.48569
Ecuador,ECU,Bank non-performing loans to gross loans (%),GFDD.SI.02,3.9643297
Ecuador,ECU,Bank overhead costs to total assets (%),GFDD.EI.04,5.081586
Ecuador,ECU,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,17.960204
Ecuador,ECU,"Bank return on assets (%, after tax)",GFDD.EI.05,0.7796148
Ecuador,ECU,"Bank return on assets (%, before tax)",GFDD.EI.09,1.172504
Ecuador,ECU,"Bank return on equity (%, after tax)",GFDD.EI.06,6.90941
Ecuador,ECU,"Bank return on equity (%, before tax)",GFDD.EI.10,10.39143
Ecuador,ECU,Bank Z-score,GFDD.SI.01,10.61249
Ecuador,ECU,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0
Ecuador,ECU,Central bank assets to GDP (%),GFDD.DI.06,4.415837
Ecuador,ECU,Checks used to make payments (% age 15+),GFDD.AI.19,
Ecuador,ECU,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,6.770255
Ecuador,ECU,Corporate bond average maturity (years),GFDD.DM.15,
Ecuador,ECU,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
Ecuador,ECU,Credit card (% age 15+),GFDD.AI.20,
Ecuador,ECU,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,0
Ecuador,ECU,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,1.60478
Ecuador,ECU,Debit card (% age 15+),GFDD.AI.21,
Ecuador,ECU,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,87.29526
Ecuador,ECU,Deposit money banks'' assets to GDP (%),GFDD.DI.02,30.34155
Ecuador,ECU,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
Ecuador,ECU,Domestic credit to private sector (% of GDP),GFDD.DI.14,30.7902
Ecuador,ECU,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
Ecuador,ECU,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,22.66581
Ecuador,ECU,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,6.270308
Ecuador,ECU,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,16.34813
Ecuador,ECU,Financial system deposits to GDP (%),GFDD.DI.08,32.85527
Ecuador,ECU,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
Ecuador,ECU,Firms not needing a loan (%),GFDD.AI.32,
Ecuador,ECU,Firms using banks to finance investments (%),GFDD.AI.28,
Ecuador,ECU,Firms using banks to finance working capital (%),GFDD.AI.29,
Ecuador,ECU,Firms whose recent loan application was rejected (%),GFDD.AI.33,
Ecuador,ECU,Firms with a bank loan or line of credit (%),GFDD.AI.03,
Ecuador,ECU,Firms with a checking or savings account (%),GFDD.AI.27,
Ecuador,ECU,Foreign bank assets among total bank assets (%),GFDD.OI.16,
Ecuador,ECU,Foreign bank assets among total banks assets (%),GFDD.OI.16a,1.62
Ecuador,ECU,Foreign banks among total banks (%),GFDD.OI.15,
Ecuador,ECU,Global leasing volume to GDP (%),GFDD.OI.17,
Ecuador,ECU,Government bank assets among total bank assets (%),GFDD.OI.20a,15.49
Ecuador,ECU,Gross portfolio debt assets to GDP (%),GFDD.DM.11,2.753635
Ecuador,ECU,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,6.77513
Ecuador,ECU,Gross portfolio equity assets to GDP (%),GFDD.DM.09,1.130346
Ecuador,ECU,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,0.0907361
Ecuador,ECU,Insurance company assets to GDP (%),GFDD.DI.11,2.3220868
Ecuador,ECU,International debt issues to GDP (%),GFDD.DM.07,6.50105
Ecuador,ECU,Investments financed by banks (%),GFDD.AI.34,
Ecuador,ECU,Life insurance premium volume to GDP (%),GFDD.DI.09,0.4101255
Ecuador,ECU,Liquid assets to deposits and short term funding (%),GFDD.SI.06,20.56347
Ecuador,ECU,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,31739.35
Ecuador,ECU,Liquid liabilities to GDP (%),GFDD.DI.05,34.98362
Ecuador,ECU,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
Ecuador,ECU,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
Ecuador,ECU,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
Ecuador,ECU,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
Ecuador,ECU,Loan in the past year (% age 15+),GFDD.AI.14,
Ecuador,ECU,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
Ecuador,ECU,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,6.50105
Ecuador,ECU,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,0.7504676
Ecuador,ECU,Loans requiring collateral (%),GFDD.AI.30,
Ecuador,ECU,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
Ecuador,ECU,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
Ecuador,ECU,Mobile phone used to send money (% age 15+),GFDD.AI.24,
Ecuador,ECU,Mutual fund assets to GDP (%),GFDD.DI.07,
Ecuador,ECU,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,3.346571
Ecuador,ECU,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
Ecuador,ECU,Non-life insurance premium volume to GDP (%),GFDD.DI.10,1.541991
Ecuador,ECU,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
Ecuador,ECU,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
Ecuador,ECU,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
Ecuador,ECU,Outstanding international private debt securities to GDP (%),GFDD.DM.05,
Ecuador,ECU,Outstanding international public debt securities to GDP (%),GFDD.DM.06,6.50105
Ecuador,ECU,Pension fund assets to GDP (%),GFDD.DI.13,
Ecuador,ECU,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,30.76124
Ecuador,ECU,Private credit by deposit money banks to GDP (%),GFDD.DI.01,28.73677
Ecuador,ECU,Provisions to nonperforming loans (%),GFDD.SI.07,89.143438
Ecuador,ECU,Remittance inflows to GDP (%),GFDD.OI.13,2.61371
Ecuador,ECU,Saved any money in the past year (% age 15+),GFDD.AI.12,
Ecuador,ECU,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
Ecuador,ECU,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
Ecuador,ECU,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
Ecuador,ECU,Stock market capitalization to GDP (%),GFDD.DM.01,
Ecuador,ECU,"Stock market return (%, year-on-year)",GFDD.OM.02,
Ecuador,ECU,Stock market total value traded to GDP (%),GFDD.DM.02,
Ecuador,ECU,Stock market turnover ratio (%),GFDD.EM.01,
Ecuador,ECU,Stock price volatility,GFDD.SM.01,
Ecuador,ECU,Syndicated loan average maturity (years),GFDD.DM.14,
Ecuador,ECU,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,0.5103179
Ecuador,ECU,Total factoring volume to GDP (%),GFDD.OI.18,
Ecuador,ECU,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,
Ecuador,ECU,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
Ecuador,ECU,Working capital financed by banks (%),GFDD.AI.35,
"Egypt, Arab Rep.",EGY,5-bank asset concentration,GFDD.OI.06,74.68012
"Egypt, Arab Rep.",EGY,Account at a formal financial institution (% age 15+),GFDD.AI.05,
"Egypt, Arab Rep.",EGY,Account used for business purposes (% age 15+),GFDD.AI.08,
"Egypt, Arab Rep.",EGY,Account used to receive government payments (% age 15+),GFDD.AI.09,
"Egypt, Arab Rep.",EGY,Account used to receive remittances (% age 15+),GFDD.AI.10,
"Egypt, Arab Rep.",EGY,Account used to receive wages (% age 15+),GFDD.AI.11,
"Egypt, Arab Rep.",EGY,"ATMs per 100,000 adults",GFDD.AI.25,15.688546
"Egypt, Arab Rep.",EGY,"Bank accounts per 1,000 adults",GFDD.AI.01,379.76392
"Egypt, Arab Rep.",EGY,"Bank branches per 100,000 adults",GFDD.AI.02,4.740711
"Egypt, Arab Rep.",EGY,Bank capital to total assets (%),GFDD.SI.03,
"Egypt, Arab Rep.",EGY,Bank concentration (%),GFDD.OI.01,64.08236
"Egypt, Arab Rep.",EGY,Bank cost to income ratio (%),GFDD.EI.07,28.69428
"Egypt, Arab Rep.",EGY,Bank credit to bank deposits (%),GFDD.SI.04,40.61675
"Egypt, Arab Rep.",EGY,Bank deposits to GDP (%),GFDD.OI.02,84.04134
"Egypt, Arab Rep.",EGY,Bank lending-deposit spread,GFDD.EI.02,5.741667
"Egypt, Arab Rep.",EGY,Bank net interest margin (%),GFDD.EI.01,3.685876
"Egypt, Arab Rep.",EGY,Bank noninterest income to total income (%),GFDD.EI.03,25.125
"Egypt, Arab Rep.",EGY,Bank non-performing loans to gross loans (%),GFDD.SI.02,
"Egypt, Arab Rep.",EGY,Bank overhead costs to total assets (%),GFDD.EI.04,1.269383
"Egypt, Arab Rep.",EGY,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
"Egypt, Arab Rep.",EGY,"Bank return on assets (%, after tax)",GFDD.EI.05,1.717303
"Egypt, Arab Rep.",EGY,"Bank return on assets (%, before tax)",GFDD.EI.09,2.569911
"Egypt, Arab Rep.",EGY,"Bank return on equity (%, after tax)",GFDD.EI.06,22.77223
"Egypt, Arab Rep.",EGY,"Bank return on equity (%, before tax)",GFDD.EI.10,34.41267
"Egypt, Arab Rep.",EGY,Bank Z-score,GFDD.SI.01,19.92265
"Egypt, Arab Rep.",EGY,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0
"Egypt, Arab Rep.",EGY,Central bank assets to GDP (%),GFDD.DI.06,29.61417
"Egypt, Arab Rep.",EGY,Checks used to make payments (% age 15+),GFDD.AI.19,
"Egypt, Arab Rep.",EGY,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,8.731428
"Egypt, Arab Rep.",EGY,Corporate bond average maturity (years),GFDD.DM.15,
"Egypt, Arab Rep.",EGY,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
"Egypt, Arab Rep.",EGY,Credit card (% age 15+),GFDD.AI.20,
"Egypt, Arab Rep.",EGY,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,0.0001504
"Egypt, Arab Rep.",EGY,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,70.65548
"Egypt, Arab Rep.",EGY,Debit card (% age 15+),GFDD.AI.21,
"Egypt, Arab Rep.",EGY,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,77.9664
"Egypt, Arab Rep.",EGY,Deposit money banks'' assets to GDP (%),GFDD.DI.02,104.7904
"Egypt, Arab Rep.",EGY,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
"Egypt, Arab Rep.",EGY,Domestic credit to private sector (% of GDP),GFDD.DI.14,34.1349
"Egypt, Arab Rep.",EGY,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
"Egypt, Arab Rep.",EGY,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,7.81476
"Egypt, Arab Rep.",EGY,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,4.599095
"Egypt, Arab Rep.",EGY,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,3.21398
"Egypt, Arab Rep.",EGY,Financial system deposits to GDP (%),GFDD.DI.08,84.04134
"Egypt, Arab Rep.",EGY,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,23.4
"Egypt, Arab Rep.",EGY,Firms not needing a loan (%),GFDD.AI.32,70.5
"Egypt, Arab Rep.",EGY,Firms using banks to finance investments (%),GFDD.AI.28,14.6
"Egypt, Arab Rep.",EGY,Firms using banks to finance working capital (%),GFDD.AI.29,2.4
"Egypt, Arab Rep.",EGY,Firms whose recent loan application was rejected (%),GFDD.AI.33,20.9
"Egypt, Arab Rep.",EGY,Firms with a bank loan or line of credit (%),GFDD.AI.03,6.6
"Egypt, Arab Rep.",EGY,Firms with a checking or savings account (%),GFDD.AI.27,68.9
"Egypt, Arab Rep.",EGY,Foreign bank assets among total bank assets (%),GFDD.OI.16,
"Egypt, Arab Rep.",EGY,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
"Egypt, Arab Rep.",EGY,Foreign banks among total banks (%),GFDD.OI.15,
"Egypt, Arab Rep.",EGY,Global leasing volume to GDP (%),GFDD.OI.17,0.1
"Egypt, Arab Rep.",EGY,Government bank assets among total bank assets (%),GFDD.OI.20a,
"Egypt, Arab Rep.",EGY,Gross portfolio debt assets to GDP (%),GFDD.DM.11,0.2210517
"Egypt, Arab Rep.",EGY,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,1.201797
"Egypt, Arab Rep.",EGY,Gross portfolio equity assets to GDP (%),GFDD.DM.09,0.2713008
"Egypt, Arab Rep.",EGY,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,0.9114404
"Egypt, Arab Rep.",EGY,Insurance company assets to GDP (%),GFDD.DI.11,2.4292148
"Egypt, Arab Rep.",EGY,International debt issues to GDP (%),GFDD.DM.07,2.534279
"Egypt, Arab Rep.",EGY,Investments financed by banks (%),GFDD.AI.34,7.9
"Egypt, Arab Rep.",EGY,Life insurance premium volume to GDP (%),GFDD.DI.09,0.3616123
"Egypt, Arab Rep.",EGY,Liquid assets to deposits and short term funding (%),GFDD.SI.06,45.48668
"Egypt, Arab Rep.",EGY,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,133154.6
"Egypt, Arab Rep.",EGY,Liquid liabilities to GDP (%),GFDD.DI.05,98.11987
"Egypt, Arab Rep.",EGY,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
"Egypt, Arab Rep.",EGY,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
"Egypt, Arab Rep.",EGY,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
"Egypt, Arab Rep.",EGY,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
"Egypt, Arab Rep.",EGY,Loan in the past year (% age 15+),GFDD.AI.14,
"Egypt, Arab Rep.",EGY,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
"Egypt, Arab Rep.",EGY,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,2.534279
"Egypt, Arab Rep.",EGY,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,1.251648
"Egypt, Arab Rep.",EGY,Loans requiring collateral (%),GFDD.AI.30,98.5
"Egypt, Arab Rep.",EGY,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,48.96318
"Egypt, Arab Rep.",EGY,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
"Egypt, Arab Rep.",EGY,Mobile phone used to send money (% age 15+),GFDD.AI.24,
"Egypt, Arab Rep.",EGY,Mutual fund assets to GDP (%),GFDD.DI.07,
"Egypt, Arab Rep.",EGY,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,
"Egypt, Arab Rep.",EGY,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
"Egypt, Arab Rep.",EGY,Non-life insurance premium volume to GDP (%),GFDD.DI.10,0.3102901
"Egypt, Arab Rep.",EGY,"Number of listed companies per 1,000,000 people",GFDD.OM.01,2.657573
"Egypt, Arab Rep.",EGY,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
"Egypt, Arab Rep.",EGY,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
"Egypt, Arab Rep.",EGY,Outstanding international private debt securities to GDP (%),GFDD.DM.05,0.0258692
"Egypt, Arab Rep.",EGY,Outstanding international public debt securities to GDP (%),GFDD.DM.06,2.50841
"Egypt, Arab Rep.",EGY,Pension fund assets to GDP (%),GFDD.DI.13,1.7820843
"Egypt, Arab Rep.",EGY,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,34.13486
"Egypt, Arab Rep.",EGY,Private credit by deposit money banks to GDP (%),GFDD.DI.01,34.13486
"Egypt, Arab Rep.",EGY,Provisions to nonperforming loans (%),GFDD.SI.07,
"Egypt, Arab Rep.",EGY,Remittance inflows to GDP (%),GFDD.OI.13,5.59208
"Egypt, Arab Rep.",EGY,Saved any money in the past year (% age 15+),GFDD.AI.12,
"Egypt, Arab Rep.",EGY,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
"Egypt, Arab Rep.",EGY,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
"Egypt, Arab Rep.",EGY,Small firms with a bank loan or line of credit (%),GFDD.AI.04,4.7
"Egypt, Arab Rep.",EGY,Stock market capitalization to GDP (%),GFDD.DM.01,10.0237
"Egypt, Arab Rep.",EGY,"Stock market return (%, year-on-year)",GFDD.OM.02,-1.842179
"Egypt, Arab Rep.",EGY,Stock market total value traded to GDP (%),GFDD.DM.02,3.03216
"Egypt, Arab Rep.",EGY,Stock market turnover ratio (%),GFDD.EM.01,30.24986
"Egypt, Arab Rep.",EGY,Stock price volatility,GFDD.SM.01,25.85387
"Egypt, Arab Rep.",EGY,Syndicated loan average maturity (years),GFDD.DM.14,
"Egypt, Arab Rep.",EGY,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,1.830366
"Egypt, Arab Rep.",EGY,Total factoring volume to GDP (%),GFDD.OI.18,0.174393
"Egypt, Arab Rep.",EGY,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,158.2
"Egypt, Arab Rep.",EGY,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,41.90697
"Egypt, Arab Rep.",EGY,Working capital financed by banks (%),GFDD.AI.35,0.9
El Salvador,SLV,5-bank asset concentration,GFDD.OI.06,91.70353
El Salvador,SLV,Account at a formal financial institution (% age 15+),GFDD.AI.05,
El Salvador,SLV,Account used for business purposes (% age 15+),GFDD.AI.08,
El Salvador,SLV,Account used to receive government payments (% age 15+),GFDD.AI.09,
El Salvador,SLV,Account used to receive remittances (% age 15+),GFDD.AI.10,
El Salvador,SLV,Account used to receive wages (% age 15+),GFDD.AI.11,
El Salvador,SLV,"ATMs per 100,000 adults",GFDD.AI.25,36.612616
El Salvador,SLV,"Bank accounts per 1,000 adults",GFDD.AI.01,1058.0124
El Salvador,SLV,"Bank branches per 100,000 adults",GFDD.AI.02,13.236366
El Salvador,SLV,Bank capital to total assets (%),GFDD.SI.03,13.462361
El Salvador,SLV,Bank concentration (%),GFDD.OI.01,80.48013
El Salvador,SLV,Bank cost to income ratio (%),GFDD.EI.07,62.37298
El Salvador,SLV,Bank credit to bank deposits (%),GFDD.SI.04,106.4732
El Salvador,SLV,Bank deposits to GDP (%),GFDD.OI.02,45.77403
El Salvador,SLV,Bank lending-deposit spread,GFDD.EI.02,
El Salvador,SLV,Bank net interest margin (%),GFDD.EI.01,4.878627
El Salvador,SLV,Bank noninterest income to total income (%),GFDD.EI.03,22.51807
El Salvador,SLV,Bank non-performing loans to gross loans (%),GFDD.SI.02,2.0810881
El Salvador,SLV,Bank overhead costs to total assets (%),GFDD.EI.04,2.992872
El Salvador,SLV,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,17.331238
El Salvador,SLV,"Bank return on assets (%, after tax)",GFDD.EI.05,0.5518909
El Salvador,SLV,"Bank return on assets (%, before tax)",GFDD.EI.09,0.867852
El Salvador,SLV,"Bank return on equity (%, after tax)",GFDD.EI.06,4.420172
El Salvador,SLV,"Bank return on equity (%, before tax)",GFDD.EI.10,6.950749
El Salvador,SLV,Bank Z-score,GFDD.SI.01,20.30752
El Salvador,SLV,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0
El Salvador,SLV,Central bank assets to GDP (%),GFDD.DI.06,3.427425
El Salvador,SLV,Checks used to make payments (% age 15+),GFDD.AI.19,
El Salvador,SLV,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,23.5793
El Salvador,SLV,Corporate bond average maturity (years),GFDD.DM.15,
El Salvador,SLV,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
El Salvador,SLV,Credit card (% age 15+),GFDD.AI.20,
El Salvador,SLV,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,0
El Salvador,SLV,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,3.974011
El Salvador,SLV,Debit card (% age 15+),GFDD.AI.21,
El Salvador,SLV,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,93.8947
El Salvador,SLV,Deposit money banks'' assets to GDP (%),GFDD.DI.02,52.71106
El Salvador,SLV,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
El Salvador,SLV,Domestic credit to private sector (% of GDP),GFDD.DI.14,51.15
El Salvador,SLV,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
El Salvador,SLV,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,17.98623
El Salvador,SLV,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,4.080728
El Salvador,SLV,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,13.9055
El Salvador,SLV,Financial system deposits to GDP (%),GFDD.DI.08,45.77403
El Salvador,SLV,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,20.7
El Salvador,SLV,Firms not needing a loan (%),GFDD.AI.32,54
El Salvador,SLV,Firms using banks to finance investments (%),GFDD.AI.28,25.2
El Salvador,SLV,Firms using banks to finance working capital (%),GFDD.AI.29,35.2
El Salvador,SLV,Firms whose recent loan application was rejected (%),GFDD.AI.33,1.7
El Salvador,SLV,Firms with a bank loan or line of credit (%),GFDD.AI.03,40.2
El Salvador,SLV,Firms with a checking or savings account (%),GFDD.AI.27,83.6
El Salvador,SLV,Foreign bank assets among total bank assets (%),GFDD.OI.16,
El Salvador,SLV,Foreign bank assets among total banks assets (%),GFDD.OI.16a,90.93
El Salvador,SLV,Foreign banks among total banks (%),GFDD.OI.15,
El Salvador,SLV,Global leasing volume to GDP (%),GFDD.OI.17,
El Salvador,SLV,Government bank assets among total bank assets (%),GFDD.OI.20a,7.72
