Country Name,Country Code,Indicator Name,Indicator Code,2017
Austria,AUT,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,6.58647
Austria,AUT,Financial system deposits to GDP (%),GFDD.DI.08,83.49722
Austria,AUT,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
Austria,AUT,Firms not needing a loan (%),GFDD.AI.32,
Austria,AUT,Firms using banks to finance investments (%),GFDD.AI.28,
Austria,AUT,Firms using banks to finance working capital (%),GFDD.AI.29,
Austria,AUT,Firms whose recent loan application was rejected (%),GFDD.AI.33,
Austria,AUT,Firms with a bank loan or line of credit (%),GFDD.AI.03,
Austria,AUT,Firms with a checking or savings account (%),GFDD.AI.27,
Austria,AUT,Foreign bank assets among total bank assets (%),GFDD.OI.16,
Austria,AUT,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
Austria,AUT,Foreign banks among total banks (%),GFDD.OI.15,
Austria,AUT,Global leasing volume to GDP (%),GFDD.OI.17,2.12
Austria,AUT,Government bank assets among total bank assets (%),GFDD.OI.20a,
Austria,AUT,Gross portfolio debt assets to GDP (%),GFDD.DM.11,53.28486
Austria,AUT,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,86.98882
Austria,AUT,Gross portfolio equity assets to GDP (%),GFDD.DM.09,34.1144
Austria,AUT,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,20.61016
Austria,AUT,Insurance company assets to GDP (%),GFDD.DI.11,30.77817
Austria,AUT,International debt issues to GDP (%),GFDD.DM.07,62.89198
Austria,AUT,Investments financed by banks (%),GFDD.AI.34,
Austria,AUT,Life insurance premium volume to GDP (%),GFDD.DI.09,1.570633
Austria,AUT,Liquid assets to deposits and short term funding (%),GFDD.SI.06,
Austria,AUT,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,375947.8
Austria,AUT,Liquid liabilities to GDP (%),GFDD.DI.05,95.45703
Austria,AUT,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,47.32334
Austria,AUT,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
Austria,AUT,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
Austria,AUT,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,14.31529
Austria,AUT,Loan in the past year (% age 15+),GFDD.AI.14,61.60291
Austria,AUT,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
Austria,AUT,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,62.58958
Austria,AUT,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,-1.131665
Austria,AUT,Loans requiring collateral (%),GFDD.AI.30,
Austria,AUT,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
Austria,AUT,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,8.532524
Austria,AUT,Mobile phone used to send money (% age 15+),GFDD.AI.24,
Austria,AUT,Mutual fund assets to GDP (%),GFDD.DI.07,47.497864
Austria,AUT,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,
Austria,AUT,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
Austria,AUT,Non-life insurance premium volume to GDP (%),GFDD.DI.10,2.1489
Austria,AUT,"Number of listed companies per 1,000,000 people",GFDD.OM.01,7.615743
Austria,AUT,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
Austria,AUT,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
Austria,AUT,Outstanding international private debt securities to GDP (%),GFDD.DM.05,35.67621
Austria,AUT,Outstanding international public debt securities to GDP (%),GFDD.DM.06,27.21577
Austria,AUT,Pension fund assets to GDP (%),GFDD.DI.13,6.0436665
Austria,AUT,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,83.73925
Austria,AUT,Private credit by deposit money banks to GDP (%),GFDD.DI.01,83.73925
Austria,AUT,Provisions to nonperforming loans (%),GFDD.SI.07,55.210622
Austria,AUT,Remittance inflows to GDP (%),GFDD.OI.13,0.708653
Austria,AUT,Saved any money in the past year (% age 15+),GFDD.AI.12,79.59532
Austria,AUT,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,55.79632
Austria,AUT,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
Austria,AUT,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
Austria,AUT,Stock market capitalization to GDP (%),GFDD.DM.01,36.1035
Austria,AUT,"Stock market return (%, year-on-year)",GFDD.OM.02,34.82397
Austria,AUT,Stock market total value traded to GDP (%),GFDD.DM.02,9.58318
Austria,AUT,Stock market turnover ratio (%),GFDD.EM.01,26.54362
Austria,AUT,Stock price volatility,GFDD.SM.01,18.48527
Austria,AUT,Syndicated loan average maturity (years),GFDD.DM.14,6.134738
Austria,AUT,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,0.6543
Austria,AUT,Total factoring volume to GDP (%),GFDD.OI.18,6.077365
Austria,AUT,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,
Austria,AUT,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
Austria,AUT,Working capital financed by banks (%),GFDD.AI.35,
Azerbaijan,AZE,5-bank asset concentration,GFDD.OI.06,69.3925
Azerbaijan,AZE,Account at a formal financial institution (% age 15+),GFDD.AI.05,28.5712
Azerbaijan,AZE,Account used for business purposes (% age 15+),GFDD.AI.08,5.17784
Azerbaijan,AZE,Account used to receive government payments (% age 15+),GFDD.AI.09,
Azerbaijan,AZE,Account used to receive remittances (% age 15+),GFDD.AI.10,1.096293
Azerbaijan,AZE,Account used to receive wages (% age 15+),GFDD.AI.11,9.305722
Azerbaijan,AZE,"ATMs per 100,000 adults",GFDD.AI.25,32.159237
Azerbaijan,AZE,"Bank accounts per 1,000 adults",GFDD.AI.01,
Azerbaijan,AZE,"Bank branches per 100,000 adults",GFDD.AI.02,
Azerbaijan,AZE,Bank capital to total assets (%),GFDD.SI.03,
Azerbaijan,AZE,Bank concentration (%),GFDD.OI.01,59.1804
Azerbaijan,AZE,Bank cost to income ratio (%),GFDD.EI.07,37.12374
Azerbaijan,AZE,Bank credit to bank deposits (%),GFDD.SI.04,99.3254
Azerbaijan,AZE,Bank deposits to GDP (%),GFDD.OI.02,21.29025
Azerbaijan,AZE,Bank lending-deposit spread,GFDD.EI.02,8.114166
Azerbaijan,AZE,Bank net interest margin (%),GFDD.EI.01,5.528392
Azerbaijan,AZE,Bank noninterest income to total income (%),GFDD.EI.03,60.7392
Azerbaijan,AZE,Bank non-performing loans to gross loans (%),GFDD.SI.02,
Azerbaijan,AZE,Bank overhead costs to total assets (%),GFDD.EI.04,2.760954
Azerbaijan,AZE,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
Azerbaijan,AZE,"Bank return on assets (%, after tax)",GFDD.EI.05,3.571036
Azerbaijan,AZE,"Bank return on assets (%, before tax)",GFDD.EI.09,3.715131
Azerbaijan,AZE,"Bank return on equity (%, after tax)",GFDD.EI.06,36.85069
Azerbaijan,AZE,"Bank return on equity (%, before tax)",GFDD.EI.10,38.14517
Azerbaijan,AZE,Bank Z-score,GFDD.SI.01,5.979235
Azerbaijan,AZE,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0
Azerbaijan,AZE,Central bank assets to GDP (%),GFDD.DI.06,0.1518342
Azerbaijan,AZE,Checks used to make payments (% age 15+),GFDD.AI.19,
Azerbaijan,AZE,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,11.53737
Azerbaijan,AZE,Corporate bond average maturity (years),GFDD.DM.15,9.046576
Azerbaijan,AZE,Corporate bond issuance volume to GDP (%),GFDD.DM.13,2.447048
Azerbaijan,AZE,Credit card (% age 15+),GFDD.AI.20,5.299411
Azerbaijan,AZE,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,
Azerbaijan,AZE,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,4.244483
Azerbaijan,AZE,Debit card (% age 15+),GFDD.AI.21,24.61617
Azerbaijan,AZE,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,99.40557
Azerbaijan,AZE,Deposit money banks'' assets to GDP (%),GFDD.DI.02,25.39112
Azerbaijan,AZE,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,0.9664464
Azerbaijan,AZE,Domestic credit to private sector (% of GDP),GFDD.DI.14,22.0996
Azerbaijan,AZE,Electronic payments used to make payments (% age 15+),GFDD.AI.22,10.38825
Azerbaijan,AZE,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,58.17279
Azerbaijan,AZE,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,39.36765
Azerbaijan,AZE,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,18.80513
Azerbaijan,AZE,Financial system deposits to GDP (%),GFDD.DI.08,21.29025
Azerbaijan,AZE,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
Azerbaijan,AZE,Firms not needing a loan (%),GFDD.AI.32,
Azerbaijan,AZE,Firms using banks to finance investments (%),GFDD.AI.28,
Azerbaijan,AZE,Firms using banks to finance working capital (%),GFDD.AI.29,
Azerbaijan,AZE,Firms whose recent loan application was rejected (%),GFDD.AI.33,
Azerbaijan,AZE,Firms with a bank loan or line of credit (%),GFDD.AI.03,
Azerbaijan,AZE,Firms with a checking or savings account (%),GFDD.AI.27,
Azerbaijan,AZE,Foreign bank assets among total bank assets (%),GFDD.OI.16,
Azerbaijan,AZE,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
Azerbaijan,AZE,Foreign banks among total banks (%),GFDD.OI.15,
Azerbaijan,AZE,Global leasing volume to GDP (%),GFDD.OI.17,
Azerbaijan,AZE,Government bank assets among total bank assets (%),GFDD.OI.20a,
Azerbaijan,AZE,Gross portfolio debt assets to GDP (%),GFDD.DM.11,
Azerbaijan,AZE,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,
Azerbaijan,AZE,Gross portfolio equity assets to GDP (%),GFDD.DM.09,
Azerbaijan,AZE,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,
Azerbaijan,AZE,Insurance company assets to GDP (%),GFDD.DI.11,2.4617307
Azerbaijan,AZE,International debt issues to GDP (%),GFDD.DM.07,8.564669
Azerbaijan,AZE,Investments financed by banks (%),GFDD.AI.34,
Azerbaijan,AZE,Life insurance premium volume to GDP (%),GFDD.DI.09,0.2528714
Azerbaijan,AZE,Liquid assets to deposits and short term funding (%),GFDD.SI.06,67.50628
Azerbaijan,AZE,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,8601.407
Azerbaijan,AZE,Liquid liabilities to GDP (%),GFDD.DI.05,23.38383
Azerbaijan,AZE,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,15.12033
Azerbaijan,AZE,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
Azerbaijan,AZE,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
Azerbaijan,AZE,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,41.23288
Azerbaijan,AZE,Loan in the past year (% age 15+),GFDD.AI.14,50.61485
Azerbaijan,AZE,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
Azerbaijan,AZE,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,8.56467
Azerbaijan,AZE,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,
Azerbaijan,AZE,Loans requiring collateral (%),GFDD.AI.30,
Azerbaijan,AZE,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
Azerbaijan,AZE,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,1.260787
Azerbaijan,AZE,Mobile phone used to send money (% age 15+),GFDD.AI.24,
Azerbaijan,AZE,Mutual fund assets to GDP (%),GFDD.DI.07,
Azerbaijan,AZE,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,1.178019
Azerbaijan,AZE,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
Azerbaijan,AZE,Non-life insurance premium volume to GDP (%),GFDD.DI.10,0.3629612
Azerbaijan,AZE,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
Azerbaijan,AZE,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
Azerbaijan,AZE,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
Azerbaijan,AZE,Outstanding international private debt securities to GDP (%),GFDD.DM.05,5.505859
Azerbaijan,AZE,Outstanding international public debt securities to GDP (%),GFDD.DM.06,3.05881
Azerbaijan,AZE,Pension fund assets to GDP (%),GFDD.DI.13,
Azerbaijan,AZE,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,22.02306
Azerbaijan,AZE,Private credit by deposit money banks to GDP (%),GFDD.DI.01,21.14663
Azerbaijan,AZE,Provisions to nonperforming loans (%),GFDD.SI.07,
Azerbaijan,AZE,Remittance inflows to GDP (%),GFDD.OI.13,2.77341
Azerbaijan,AZE,Saved any money in the past year (% age 15+),GFDD.AI.12,26.77636
Azerbaijan,AZE,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,4.529714
Azerbaijan,AZE,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,3.477779
Azerbaijan,AZE,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
Azerbaijan,AZE,Stock market capitalization to GDP (%),GFDD.DM.01,
Azerbaijan,AZE,"Stock market return (%, year-on-year)",GFDD.OM.02,
Azerbaijan,AZE,Stock market total value traded to GDP (%),GFDD.DM.02,
Azerbaijan,AZE,Stock market turnover ratio (%),GFDD.EM.01,
Azerbaijan,AZE,Stock price volatility,GFDD.SM.01,
Azerbaijan,AZE,Syndicated loan average maturity (years),GFDD.DM.14,10.00548
Azerbaijan,AZE,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,1.312303
Azerbaijan,AZE,Total factoring volume to GDP (%),GFDD.OI.18,0.1907584
Azerbaijan,AZE,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,
Azerbaijan,AZE,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
Azerbaijan,AZE,Working capital financed by banks (%),GFDD.AI.35,
"Bahamas, The",BHS,5-bank asset concentration,GFDD.OI.06,80.55307
"Bahamas, The",BHS,Account at a formal financial institution (% age 15+),GFDD.AI.05,
"Bahamas, The",BHS,Account used for business purposes (% age 15+),GFDD.AI.08,
"Bahamas, The",BHS,Account used to receive government payments (% age 15+),GFDD.AI.09,
"Bahamas, The",BHS,Account used to receive remittances (% age 15+),GFDD.AI.10,
"Bahamas, The",BHS,Account used to receive wages (% age 15+),GFDD.AI.11,
"Bahamas, The",BHS,"ATMs per 100,000 adults",GFDD.AI.25,122.95068
"Bahamas, The",BHS,"Bank accounts per 1,000 adults",GFDD.AI.01,
"Bahamas, The",BHS,"Bank branches per 100,000 adults",GFDD.AI.02,27.850707
"Bahamas, The",BHS,Bank capital to total assets (%),GFDD.SI.03,
"Bahamas, The",BHS,Bank concentration (%),GFDD.OI.01,62.83682
"Bahamas, The",BHS,Bank cost to income ratio (%),GFDD.EI.07,47.15667
"Bahamas, The",BHS,Bank credit to bank deposits (%),GFDD.SI.04,89.72364
"Bahamas, The",BHS,Bank deposits to GDP (%),GFDD.OI.02,53.71826
"Bahamas, The",BHS,Bank lending-deposit spread,GFDD.EI.02,3.255833
"Bahamas, The",BHS,Bank net interest margin (%),GFDD.EI.01,4.84039
"Bahamas, The",BHS,Bank noninterest income to total income (%),GFDD.EI.03,29.74247
"Bahamas, The",BHS,Bank non-performing loans to gross loans (%),GFDD.SI.02,
"Bahamas, The",BHS,Bank overhead costs to total assets (%),GFDD.EI.04,2.898103
"Bahamas, The",BHS,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
"Bahamas, The",BHS,"Bank return on assets (%, after tax)",GFDD.EI.05,2.046059
"Bahamas, The",BHS,"Bank return on assets (%, before tax)",GFDD.EI.09,2.068506
"Bahamas, The",BHS,"Bank return on equity (%, after tax)",GFDD.EI.06,10.24872
"Bahamas, The",BHS,"Bank return on equity (%, before tax)",GFDD.EI.10,10.36116
"Bahamas, The",BHS,Bank Z-score,GFDD.SI.01,17.4459
"Bahamas, The",BHS,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0
"Bahamas, The",BHS,Central bank assets to GDP (%),GFDD.DI.06,3.458488
"Bahamas, The",BHS,Checks used to make payments (% age 15+),GFDD.AI.19,
"Bahamas, The",BHS,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,417.1323
"Bahamas, The",BHS,Corporate bond average maturity (years),GFDD.DM.15,
"Bahamas, The",BHS,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
"Bahamas, The",BHS,Credit card (% age 15+),GFDD.AI.20,
"Bahamas, The",BHS,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,
"Bahamas, The",BHS,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,23.40347
"Bahamas, The",BHS,Debit card (% age 15+),GFDD.AI.21,
"Bahamas, The",BHS,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,95.26236
"Bahamas, The",BHS,Deposit money banks'' assets to GDP (%),GFDD.DI.02,69.54178
"Bahamas, The",BHS,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
"Bahamas, The",BHS,Domestic credit to private sector (% of GDP),GFDD.DI.14,
"Bahamas, The",BHS,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
"Bahamas, The",BHS,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,1914.574
"Bahamas, The",BHS,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,1319.517
"Bahamas, The",BHS,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,595.0374
"Bahamas, The",BHS,Financial system deposits to GDP (%),GFDD.DI.08,53.71826
"Bahamas, The",BHS,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
"Bahamas, The",BHS,Firms not needing a loan (%),GFDD.AI.32,
"Bahamas, The",BHS,Firms using banks to finance investments (%),GFDD.AI.28,
"Bahamas, The",BHS,Firms using banks to finance working capital (%),GFDD.AI.29,
"Bahamas, The",BHS,Firms whose recent loan application was rejected (%),GFDD.AI.33,
"Bahamas, The",BHS,Firms with a bank loan or line of credit (%),GFDD.AI.03,
"Bahamas, The",BHS,Firms with a checking or savings account (%),GFDD.AI.27,
"Bahamas, The",BHS,Foreign bank assets among total bank assets (%),GFDD.OI.16,
"Bahamas, The",BHS,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
"Bahamas, The",BHS,Foreign banks among total banks (%),GFDD.OI.15,
"Bahamas, The",BHS,Global leasing volume to GDP (%),GFDD.OI.17,
"Bahamas, The",BHS,Government bank assets among total bank assets (%),GFDD.OI.20a,
"Bahamas, The",BHS,Gross portfolio debt assets to GDP (%),GFDD.DM.11,
"Bahamas, The",BHS,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,
"Bahamas, The",BHS,Gross portfolio equity assets to GDP (%),GFDD.DM.09,
"Bahamas, The",BHS,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,
"Bahamas, The",BHS,Insurance company assets to GDP (%),GFDD.DI.11,17.495656
"Bahamas, The",BHS,International debt issues to GDP (%),GFDD.DM.07,42.85588
"Bahamas, The",BHS,Investments financed by banks (%),GFDD.AI.34,
"Bahamas, The",BHS,Life insurance premium volume to GDP (%),GFDD.DI.09,1.513522
"Bahamas, The",BHS,Liquid assets to deposits and short term funding (%),GFDD.SI.06,28.52447
"Bahamas, The",BHS,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,6182.522
"Bahamas, The",BHS,Liquid liabilities to GDP (%),GFDD.DI.05,56.16923
"Bahamas, The",BHS,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
"Bahamas, The",BHS,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
"Bahamas, The",BHS,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
"Bahamas, The",BHS,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
"Bahamas, The",BHS,Loan in the past year (% age 15+),GFDD.AI.14,
"Bahamas, The",BHS,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
"Bahamas, The",BHS,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,43.31747
"Bahamas, The",BHS,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,3.236875
"Bahamas, The",BHS,Loans requiring collateral (%),GFDD.AI.30,
"Bahamas, The",BHS,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
"Bahamas, The",BHS,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
"Bahamas, The",BHS,Mobile phone used to send money (% age 15+),GFDD.AI.24,
"Bahamas, The",BHS,Mutual fund assets to GDP (%),GFDD.DI.07,
"Bahamas, The",BHS,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,2.50151
"Bahamas, The",BHS,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
"Bahamas, The",BHS,Non-life insurance premium volume to GDP (%),GFDD.DI.10,2.565263
"Bahamas, The",BHS,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
"Bahamas, The",BHS,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
"Bahamas, The",BHS,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
"Bahamas, The",BHS,Outstanding international private debt securities to GDP (%),GFDD.DM.05,27.2923
"Bahamas, The",BHS,Outstanding international public debt securities to GDP (%),GFDD.DM.06,15.56358
"Bahamas, The",BHS,Pension fund assets to GDP (%),GFDD.DI.13,
"Bahamas, The",BHS,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,50.69949
"Bahamas, The",BHS,Private credit by deposit money banks to GDP (%),GFDD.DI.01,48.19798
"Bahamas, The",BHS,Provisions to nonperforming loans (%),GFDD.SI.07,
"Bahamas, The",BHS,Remittance inflows to GDP (%),GFDD.OI.13,
"Bahamas, The",BHS,Saved any money in the past year (% age 15+),GFDD.AI.12,
"Bahamas, The",BHS,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
"Bahamas, The",BHS,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
"Bahamas, The",BHS,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
"Bahamas, The",BHS,Stock market capitalization to GDP (%),GFDD.DM.01,
"Bahamas, The",BHS,"Stock market return (%, year-on-year)",GFDD.OM.02,
"Bahamas, The",BHS,Stock market total value traded to GDP (%),GFDD.DM.02,
"Bahamas, The",BHS,Stock market turnover ratio (%),GFDD.EM.01,
"Bahamas, The",BHS,Stock price volatility,GFDD.SM.01,
"Bahamas, The",BHS,Syndicated loan average maturity (years),GFDD.DM.14,
"Bahamas, The",BHS,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,
"Bahamas, The",BHS,Total factoring volume to GDP (%),GFDD.OI.18,
"Bahamas, The",BHS,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,
"Bahamas, The",BHS,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
"Bahamas, The",BHS,Working capital financed by banks (%),GFDD.AI.35,
Bahrain,BHR,5-bank asset concentration,GFDD.OI.06,97.20092
Bahrain,BHR,Account at a formal financial institution (% age 15+),GFDD.AI.05,82.61285
Bahrain,BHR,Account used for business purposes (% age 15+),GFDD.AI.08,5.599646
Bahrain,BHR,Account used to receive government payments (% age 15+),GFDD.AI.09,13.25382
Bahrain,BHR,Account used to receive remittances (% age 15+),GFDD.AI.10,
Bahrain,BHR,Account used to receive wages (% age 15+),GFDD.AI.11,49.35884
Bahrain,BHR,"ATMs per 100,000 adults",GFDD.AI.25,
Bahrain,BHR,"Bank accounts per 1,000 adults",GFDD.AI.01,
Bahrain,BHR,"Bank branches per 100,000 adults",GFDD.AI.02,
Bahrain,BHR,Bank capital to total assets (%),GFDD.SI.03,
Bahrain,BHR,Bank concentration (%),GFDD.OI.01,80.53328
Bahrain,BHR,Bank cost to income ratio (%),GFDD.EI.07,44.24525
Bahrain,BHR,Bank credit to bank deposits (%),GFDD.SI.04,
Bahrain,BHR,Bank deposits to GDP (%),GFDD.OI.02,
Bahrain,BHR,Bank lending-deposit spread,GFDD.EI.02,
Bahrain,BHR,Bank net interest margin (%),GFDD.EI.01,2.413308
Bahrain,BHR,Bank noninterest income to total income (%),GFDD.EI.03,32.45054
Bahrain,BHR,Bank non-performing loans to gross loans (%),GFDD.SI.02,
Bahrain,BHR,Bank overhead costs to total assets (%),GFDD.EI.04,1.365107
Bahrain,BHR,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
Bahrain,BHR,"Bank return on assets (%, after tax)",GFDD.EI.05,1.293175
Bahrain,BHR,"Bank return on assets (%, before tax)",GFDD.EI.09,1.393379
Bahrain,BHR,"Bank return on equity (%, after tax)",GFDD.EI.06,9.263518
Bahrain,BHR,"Bank return on equity (%, before tax)",GFDD.EI.10,9.981314
Bahrain,BHR,Bank Z-score,GFDD.SI.01,8.824603
Bahrain,BHR,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0
Bahrain,BHR,Central bank assets to GDP (%),GFDD.DI.06,
Bahrain,BHR,Checks used to make payments (% age 15+),GFDD.AI.19,
Bahrain,BHR,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,69.49072
Bahrain,BHR,Corporate bond average maturity (years),GFDD.DM.15,10.02466
Bahrain,BHR,Corporate bond issuance volume to GDP (%),GFDD.DM.13,2.818984
Bahrain,BHR,Credit card (% age 15+),GFDD.AI.20,29.8494
Bahrain,BHR,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,0
Bahrain,BHR,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,
Bahrain,BHR,Debit card (% age 15+),GFDD.AI.21,79.98231
Bahrain,BHR,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,
Bahrain,BHR,Deposit money banks'' assets to GDP (%),GFDD.DI.02,
Bahrain,BHR,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,1.325399
Bahrain,BHR,Domestic credit to private sector (% of GDP),GFDD.DI.14,
Bahrain,BHR,Electronic payments used to make payments (% age 15+),GFDD.AI.22,68.65473
Bahrain,BHR,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,
Bahrain,BHR,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,
Bahrain,BHR,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,
Bahrain,BHR,Financial system deposits to GDP (%),GFDD.DI.08,
Bahrain,BHR,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
Bahrain,BHR,Firms not needing a loan (%),GFDD.AI.32,
Bahrain,BHR,Firms using banks to finance investments (%),GFDD.AI.28,
Bahrain,BHR,Firms using banks to finance working capital (%),GFDD.AI.29,
Bahrain,BHR,Firms whose recent loan application was rejected (%),GFDD.AI.33,
Bahrain,BHR,Firms with a bank loan or line of credit (%),GFDD.AI.03,
Bahrain,BHR,Firms with a checking or savings account (%),GFDD.AI.27,
Bahrain,BHR,Foreign bank assets among total bank assets (%),GFDD.OI.16,
Bahrain,BHR,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
Bahrain,BHR,Foreign banks among total banks (%),GFDD.OI.15,
Bahrain,BHR,Global leasing volume to GDP (%),GFDD.OI.17,
